"id","parametre_id","parametre_nom","alteration_id","alteration_nom","valeur","libelle","borne_inf_incluse","borne_sup_incluse","borne_inf","borne_sup","unite_mesure_code"
"11140","1135","Chloroforme","20","MPOR","4","Orange","t","f","6","10","133"
"11141","1135","Chloroforme","20","MPOR","5","Rouge","t","f","10","\N","133"
"11142","1469","Chloronitrobenzène-1,2","20","MPOR","1","Bleu","t","f","\N","3","133"
"11143","1469","Chloronitrobenzène-1,2","20","MPOR","2","Vert","t","f","3","30","133"
"11144","1469","Chloronitrobenzène-1,2","20","MPOR","3","Jaune","t","f","30","90","133"
"11145","1469","Chloronitrobenzène-1,2","20","MPOR","4","Orange","t","f","90","150","133"
"11146","1469","Chloronitrobenzène-1,2","20","MPOR","5","Rouge","t","f","150","\N","133"
"11147","1468","Chloronitrobenzène-1,3","20","MPOR","1","Bleu","t","f","\N","3","133"
"11148","1468","Chloronitrobenzène-1,3","20","MPOR","2","Vert","t","f","3","30","133"
"11149","1468","Chloronitrobenzène-1,3","20","MPOR","3","Jaune","t","f","30","90","133"
"11150","1468","Chloronitrobenzène-1,3","20","MPOR","4","Orange","t","f","90","150","133"
"11151","1468","Chloronitrobenzène-1,3","20","MPOR","5","Rouge","t","f","150","\N","133"
"11152","1470","Chloronitrobenzène-1,4","20","MPOR","1","Bleu","t","f","\N","3","133"
"11153","1470","Chloronitrobenzène-1,4","20","MPOR","2","Vert","t","f","3","30","133"
"11154","1470","Chloronitrobenzène-1,4","20","MPOR","3","Jaune","t","f","30","90","133"
"11155","1470","Chloronitrobenzène-1,4","20","MPOR","4","Orange","t","f","90","150","133"
"11156","1470","Chloronitrobenzène-1,4","20","MPOR","5","Rouge","t","f","150","\N","133"
"11157","1771","Dihydrure de dibutylétain","20","MPOR","1","Bleu","t","f","\N","0.089999999999999997","133"
"11158","1771","Dihydrure de dibutylétain","20","MPOR","2","Vert","t","f","0.089999999999999997","0.90000000000000002","133"
"11159","1771","Dihydrure de dibutylétain","20","MPOR","3","Jaune","t","f","0.90000000000000002","3","133"
"11160","1771","Dihydrure de dibutylétain","20","MPOR","4","Orange","t","f","3","6","133"
"11161","1771","Dihydrure de dibutylétain","20","MPOR","5","Rouge","t","f","6","\N","133"
"11162","1586","Dichloroaniline-3,4","20","MPOR","1","Bleu","t","f","\N","0.0030000000000000001","133"
"11163","1586","Dichloroaniline-3,4","20","MPOR","2","Vert","t","f","0.0030000000000000001","0.029999999999999999","133"
"11164","1586","Dichloroaniline-3,4","20","MPOR","3","Jaune","t","f","0.029999999999999999","0.29999999999999999","133"
"11165","1586","Dichloroaniline-3,4","20","MPOR","4","Orange","t","f","0.29999999999999999","2","133"
"11166","1586","Dichloroaniline-3,4","20","MPOR","5","Rouge","t","f","2","\N","133"
"11167","1165","Dichlorobenzene-1,2","20","MPOR","1","Bleu","t","f","\N","2","133"
"11168","1165","Dichlorobenzene-1,2","20","MPOR","2","Vert","t","f","2","20","133"
"11169","1165","Dichlorobenzene-1,2","20","MPOR","3","Jaune","t","f","20","200","133"
"11170","1165","Dichlorobenzene-1,2","20","MPOR","4","Orange","t","f","200","740","133"
"11171","1165","Dichlorobenzene-1,2","20","MPOR","5","Rouge","t","f","740","\N","133"
"11172","1164","Dichlorobenzène-1,3","20","MPOR","1","Bleu","t","f","\N","2","133"
"11173","1164","Dichlorobenzène-1,3","20","MPOR","2","Vert","t","f","2","20","133"
"11174","1164","Dichlorobenzène-1,3","20","MPOR","3","Jaune","t","f","20","200","133"
"11175","1164","Dichlorobenzène-1,3","20","MPOR","4","Orange","t","f","200","740","133"
"11176","1164","Dichlorobenzène-1,3","20","MPOR","5","Rouge","t","f","740","\N","133"
"11177","1166","Dichlorobenzène-1,4","20","MPOR","1","Bleu","t","f","\N","2","133"
"11178","1166","Dichlorobenzène-1,4","20","MPOR","2","Vert","t","f","2","20","133"
"11179","1166","Dichlorobenzène-1,4","20","MPOR","3","Jaune","t","f","20","100","133"
"11180","1166","Dichlorobenzène-1,4","20","MPOR","4","Orange","t","f","100","200","133"
"11181","1166","Dichlorobenzène-1,4","20","MPOR","5","Rouge","t","f","200","\N","133"
"11182","1161","Dichloroéthane-1,2","20","MPOR","1","Bleu","t","f","\N","3","133"
"11183","1161","Dichloroéthane-1,2","20","MPOR","2","Vert","t","f","3","4.5","133"
"11184","1161","Dichloroéthane-1,2","20","MPOR","3","Jaune","t","f","4.5","6","133"
"11185","1161","Dichloroéthane-1,2","20","MPOR","4","Orange","t","f","6","60","133"
"11186","1161","Dichloroéthane-1,2","20","MPOR","5","Rouge","t","f","60","\N","133"
"11187","1168","Dichlorométhane","20","MPOR","1","Bleu","t","f","\N","6.7999999999999998","133"
"11188","1168","Dichlorométhane","20","MPOR","2","Vert","t","f","6.7999999999999998","17","133"
"11189","1168","Dichlorométhane","20","MPOR","3","Jaune","t","f","17","28","133"
"11190","1168","Dichlorométhane","20","MPOR","4","Orange","t","f","28","40","133"
"11191","1168","Dichlorométhane","20","MPOR","5","Rouge","t","f","40","\N","133"
"11192","1645","Dichlorophénol-2,3","20","MPOR","1","Bleu","t","f","\N","1","133"
"11193","1645","Dichlorophénol-2,3","20","MPOR","2","Vert","t","f","1","4","133"
"11194","1645","Dichlorophénol-2,3","20","MPOR","3","Jaune","t","f","4","7","133"
"11195","1645","Dichlorophénol-2,3","20","MPOR","4","Orange","t","f","7","10","133"
"11196","1645","Dichlorophénol-2,3","20","MPOR","5","Rouge","t","f","10","\N","133"
"11197","1486","Dichlorophenol-2,4","20","MPOR","1","Bleu","t","f","\N","1","133"
"11198","1486","Dichlorophenol-2,4","20","MPOR","2","Vert","t","f","1","4","133"
"11199","1486","Dichlorophenol-2,4","20","MPOR","3","Jaune","t","f","4","7","133"
"11200","1486","Dichlorophenol-2,4","20","MPOR","4","Orange","t","f","7","10","133"
"11201","1486","Dichlorophenol-2,4","20","MPOR","5","Rouge","t","f","10","\N","133"
"11202","1649","Dichlorophénol-2,5","20","MPOR","1","Bleu","t","f","\N","1","133"
"11203","1649","Dichlorophénol-2,5","20","MPOR","2","Vert","t","f","1","4","133"
"11204","1649","Dichlorophénol-2,5","20","MPOR","3","Jaune","t","f","4","7","133"
"11205","1649","Dichlorophénol-2,5","20","MPOR","4","Orange","t","f","7","10","133"
"11206","1649","Dichlorophénol-2,5","20","MPOR","5","Rouge","t","f","10","\N","133"
"11207","1648","Dichlorophénol-2,6","20","MPOR","1","Bleu","t","f","\N","1","133"
"11208","1648","Dichlorophénol-2,6","20","MPOR","2","Vert","t","f","1","4","133"
"11209","1648","Dichlorophénol-2,6","20","MPOR","3","Jaune","t","f","4","7","133"
"11210","1648","Dichlorophénol-2,6","20","MPOR","4","Orange","t","f","7","10","133"
"11211","1648","Dichlorophénol-2,6","20","MPOR","5","Rouge","t","f","10","\N","133"
"11212","1647","Dichlorophénol-3,4","20","MPOR","1","Bleu","t","f","\N","1","133"
"11213","1647","Dichlorophénol-3,4","20","MPOR","2","Vert","t","f","1","4","133"
"11214","1647","Dichlorophénol-3,4","20","MPOR","3","Jaune","t","f","4","7","133"
"11215","1647","Dichlorophénol-3,4","20","MPOR","4","Orange","t","f","7","10","133"
"11216","1647","Dichlorophénol-3,4","20","MPOR","5","Rouge","t","f","10","\N","133"
"11217","1646","Dichlorophénol-3,5","20","MPOR","1","Bleu","t","f","\N","1","133"
"11218","1646","Dichlorophénol-3,5","20","MPOR","2","Vert","t","f","1","4","133"
"11219","1646","Dichlorophénol-3,5","20","MPOR","3","Jaune","t","f","4","7","133"
"11220","1646","Dichlorophénol-3,5","20","MPOR","4","Orange","t","f","7","10","133"
"11221","1646","Dichlorophénol-3,5","20","MPOR","5","Rouge","t","f","10","\N","133"
"11222","1493","EDTA","20","MPOR","1","Bleu","t","f","\N","4","133"
"11223","1493","EDTA","20","MPOR","2","Vert","t","f","4","41","133"
"11224","1493","EDTA","20","MPOR","3","Jaune","t","f","41","410","133"
"11225","1493","EDTA","20","MPOR","4","Orange","t","f","410","2000","133"
"11226","1493","EDTA","20","MPOR","5","Rouge","t","f","2000","\N","133"
"11227","1199","Hexachlorobenzène","20","MPOR","1","Bleu","t","f","\N","0.00069999999999999999","133"
"11228","1199","Hexachlorobenzène","20","MPOR","2","Vert","t","f","0.00069999999999999999","0.0070000000000000001","133"
"11229","1199","Hexachlorobenzène","20","MPOR","3","Jaune","t","f","0.0070000000000000001","0.02","133"
"11230","1199","Hexachlorobenzène","20","MPOR","4","Orange","t","f","0.02","0.10000000000000001","133"
"11231","1199","Hexachlorobenzène","20","MPOR","5","Rouge","t","f","0.10000000000000001","\N","133"
"11232","1652","Hexachlorobutadiène","20","MPOR","1","Bleu","t","f","\N","0.01","133"
"11233","1652","Hexachlorobutadiène","20","MPOR","2","Vert","t","f","0.01","0.10000000000000001","133"
"11234","1652","Hexachlorobutadiène","20","MPOR","3","Jaune","t","f","0.10000000000000001","1","133"
"11235","1652","Hexachlorobutadiène","20","MPOR","4","Orange","t","f","1","6","133"
"11236","1652","Hexachlorobutadiène","20","MPOR","5","Rouge","t","f","6","\N","133"
"11237","1958","4-nonylphenols ramifiés","20","MPOR","1","Bleu","t","f","\N","0.033000000000000002","133"
"11238","1958","4-nonylphenols ramifiés","20","MPOR","2","Vert","t","f","0.033000000000000002","0.33000000000000002","133"
"11239","1958","4-nonylphenols ramifiés","20","MPOR","3","Jaune","t","f","0.33000000000000002","3.2999999999999998","133"
"11240","1958","4-nonylphenols ramifiés","20","MPOR","4","Orange","t","f","3.2999999999999998","21","133"
"11241","1958","4-nonylphenols ramifiés","20","MPOR","5","Rouge","t","f","21","\N","133"
"11242","1959","4-tert-Octylphenol","20","MPOR","1","Bleu","t","f","\N","0.01","133"
"11243","1959","4-tert-Octylphenol","20","MPOR","2","Vert","t","f","0.01","0.10000000000000001","133"
"11244","1959","4-tert-Octylphenol","20","MPOR","3","Jaune","t","f","0.10000000000000001","1","133"
"11245","1959","4-tert-Octylphenol","20","MPOR","4","Orange","t","f","1","90","133"
"11246","1959","4-tert-Octylphenol","20","MPOR","5","Rouge","t","f","90","\N","133"
"11247","1888","Pentachlorobenzene","20","MPOR","1","Bleu","t","f","\N","0.10000000000000001","133"
"11248","1888","Pentachlorobenzene","20","MPOR","2","Vert","t","f","0.10000000000000001","1","133"
"11249","1888","Pentachlorobenzene","20","MPOR","3","Jaune","t","f","1","10","133"
"11250","1888","Pentachlorobenzene","20","MPOR","4","Orange","t","f","10","100","133"
"11251","1888","Pentachlorobenzene","20","MPOR","5","Rouge","t","f","100","\N","133"
"11252","1235","Pentachlorophénol","20","MPOR","1","Bleu","t","f","\N","0.01","133"
"11253","1235","Pentachlorophénol","20","MPOR","2","Vert","t","f","0.01","0.10000000000000001","133"
"11254","1235","Pentachlorophénol","20","MPOR","3","Jaune","t","f","0.10000000000000001","1","133"
"11255","1235","Pentachlorophénol","20","MPOR","4","Orange","t","f","1","2","133"
"11256","1235","Pentachlorophénol","20","MPOR","5","Rouge","t","f","2","\N","133"
"11257","1271","Tétrachloroéthane-1,1,2,2","20","MPOR","1","Bleu","t","f","\N","14","133"
"11258","1271","Tétrachloroéthane-1,1,2,2","20","MPOR","2","Vert","t","f","14","42","133"
"11259","1271","Tétrachloroéthane-1,1,2,2","20","MPOR","3","Jaune","t","f","42","70","133"
"11260","1271","Tétrachloroéthane-1,1,2,2","20","MPOR","4","Orange","t","f","70","100","133"
"11261","1271","Tétrachloroéthane-1,1,2,2","20","MPOR","5","Rouge","t","f","100","\N","133"
"11262","1278","Toluene","20","MPOR","1","Bleu","t","f","\N","10","133"
"11263","1278","Toluene","20","MPOR","2","Vert","t","f","10","100","133"
"11264","1278","Toluene","20","MPOR","3","Jaune","t","f","100","1000","133"
"11265","1278","Toluene","20","MPOR","4","Orange","t","f","1000","1500","133"
"11266","1278","Toluene","20","MPOR","5","Rouge","t","f","1500","\N","133"
"11267","1284","Trichloroéthane-1,1,1","20","MPOR","1","Bleu","t","f","\N","13","133"
"11268","1284","Trichloroéthane-1,1,1","20","MPOR","2","Vert","t","f","13","130","133"
"11269","1284","Trichloroéthane-1,1,1","20","MPOR","3","Jaune","t","f","130","250","133"
"11270","1284","Trichloroéthane-1,1,1","20","MPOR","4","Orange","t","f","250","500","133"
"11271","1284","Trichloroéthane-1,1,1","20","MPOR","5","Rouge","t","f","500","\N","133"
"11272","1286","Trichloroéthylène","20","MPOR","1","Bleu","t","f","\N","1.8","133"
"11273","1286","Trichloroéthylène","20","MPOR","2","Vert","t","f","1.8","12","133"
"11274","1286","Trichloroéthylène","20","MPOR","3","Jaune","t","f","12","20","133"
"11275","1286","Trichloroéthylène","20","MPOR","4","Orange","t","f","20","200","133"
"11276","1286","Trichloroéthylène","20","MPOR","5","Rouge","t","f","200","\N","133"
"11277","1630","Trichlorobenzène-1,2,3","20","MPOR","1","Bleu","t","f","\N","0.29999999999999999","133"
"11278","1630","Trichlorobenzène-1,2,3","20","MPOR","2","Vert","t","f","0.29999999999999999","3","133"
"11279","1630","Trichlorobenzène-1,2,3","20","MPOR","3","Jaune","t","f","3","25","133"
"11280","1630","Trichlorobenzène-1,2,3","20","MPOR","4","Orange","t","f","25","50","133"
"11281","1630","Trichlorobenzène-1,2,3","20","MPOR","5","Rouge","t","f","50","\N","133"
"11282","1283","Trichlorobenzène-1,2,4","20","MPOR","1","Bleu","t","f","\N","0.29999999999999999","133"
"11283","1283","Trichlorobenzène-1,2,4","20","MPOR","2","Vert","t","f","0.29999999999999999","3","133"
"11284","1283","Trichlorobenzène-1,2,4","20","MPOR","3","Jaune","t","f","3","25","133"
"11285","1283","Trichlorobenzène-1,2,4","20","MPOR","4","Orange","t","f","25","50","133"
"11286","1283","Trichlorobenzène-1,2,4","20","MPOR","5","Rouge","t","f","50","\N","133"
"11287","1629","Trichlorobenzène-1,3,5","20","MPOR","1","Bleu","t","f","\N","0.29999999999999999","133"
"11288","1629","Trichlorobenzène-1,3,5","20","MPOR","2","Vert","t","f","0.29999999999999999","3","133"
"11289","1629","Trichlorobenzène-1,3,5","20","MPOR","3","Jaune","t","f","3","25","133"
"11290","1629","Trichlorobenzène-1,3,5","20","MPOR","4","Orange","t","f","25","50","133"
"11291","1629","Trichlorobenzène-1,3,5","20","MPOR","5","Rouge","t","f","50","\N","133"
"11292","1643","Trichlorophénol-2,3,5","20","MPOR","1","Bleu","t","f","\N","0.050000000000000003","133"
"11293","1643","Trichlorophénol-2,3,5","20","MPOR","2","Vert","t","f","0.050000000000000003","0.5","133"
"11294","1643","Trichlorophénol-2,3,5","20","MPOR","3","Jaune","t","f","0.5","2.2000000000000002","133"
"11295","1643","Trichlorophénol-2,3,5","20","MPOR","4","Orange","t","f","2.2000000000000002","4","133"
"11296","1643","Trichlorophénol-2,3,5","20","MPOR","5","Rouge","t","f","4","\N","133"
"11297","1642","Trichlorophénol-2,3,6","20","MPOR","1","Bleu","t","f","\N","0.050000000000000003","133"
"11298","1642","Trichlorophénol-2,3,6","20","MPOR","2","Vert","t","f","0.050000000000000003","0.5","133"
"11299","1642","Trichlorophénol-2,3,6","20","MPOR","3","Jaune","t","f","0.5","2.2000000000000002","133"
"11300","1642","Trichlorophénol-2,3,6","20","MPOR","4","Orange","t","f","2.2000000000000002","4","133"
"11301","1642","Trichlorophénol-2,3,6","20","MPOR","5","Rouge","t","f","4","\N","133"
"11302","1548","Trichlorophenol-2,4,5","20","MPOR","1","Bleu","t","f","\N","0.050000000000000003","133"
"11303","1548","Trichlorophenol-2,4,5","20","MPOR","2","Vert","t","f","0.050000000000000003","0.5","133"
"11304","1548","Trichlorophenol-2,4,5","20","MPOR","3","Jaune","t","f","0.5","2.2000000000000002","133"
"11305","1548","Trichlorophenol-2,4,5","20","MPOR","4","Orange","t","f","2.2000000000000002","4","133"
"11306","1548","Trichlorophenol-2,4,5","20","MPOR","5","Rouge","t","f","4","\N","133"
"11307","1549","Trichlorophénol-2,4,6","20","MPOR","1","Bleu","t","f","\N","0.050000000000000003","133"
"11308","1549","Trichlorophénol-2,4,6","20","MPOR","2","Vert","t","f","0.050000000000000003","0.5","133"
"11309","1549","Trichlorophénol-2,4,6","20","MPOR","3","Jaune","t","f","0.5","2.2000000000000002","133"
"11310","1549","Trichlorophénol-2,4,6","20","MPOR","4","Orange","t","f","2.2000000000000002","4","133"
"11311","1549","Trichlorophénol-2,4,6","20","MPOR","5","Rouge","t","f","4","\N","133"
"11312","1723","Trichlorophénol-3,4,5","20","MPOR","1","Bleu","t","f","\N","0.050000000000000003","133"
"11313","1723","Trichlorophénol-3,4,5","20","MPOR","2","Vert","t","f","0.050000000000000003","0.5","133"
"11314","1723","Trichlorophénol-3,4,5","20","MPOR","3","Jaune","t","f","0.5","2.2000000000000002","133"
"11315","1723","Trichlorophénol-3,4,5","20","MPOR","4","Orange","t","f","2.2000000000000002","4","133"
"11316","1723","Trichlorophénol-3,4,5","20","MPOR","5","Rouge","t","f","4","\N","133"
"11317","1293","Xylène-méta","20","MPOR","1","Bleu","t","f","\N","0.10000000000000001","133"
"11318","1293","Xylène-méta","20","MPOR","2","Vert","t","f","0.10000000000000001","1","133"
"11319","1293","Xylène-méta","20","MPOR","3","Jaune","t","f","1","10","133"
"11320","1293","Xylène-méta","20","MPOR","4","Orange","t","f","10","1000","133"
"11321","1293","Xylène-méta","20","MPOR","5","Rouge","t","f","1000","\N","133"
"11322","1292","Xylène-ortho","20","MPOR","1","Bleu","t","f","\N","0.10000000000000001","133"
"11323","1292","Xylène-ortho","20","MPOR","2","Vert","t","f","0.10000000000000001","1","133"
"11324","1292","Xylène-ortho","20","MPOR","3","Jaune","t","f","1","10","133"
"11325","1292","Xylène-ortho","20","MPOR","4","Orange","t","f","10","1000","133"
"11326","1292","Xylène-ortho","20","MPOR","5","Rouge","t","f","1000","\N","133"
"11327","1294","Xylène-para","20","MPOR","1","Bleu","t","f","\N","0.10000000000000001","133"
"11328","1294","Xylène-para","20","MPOR","2","Vert","t","f","0.10000000000000001","1","133"
"11329","1294","Xylène-para","20","MPOR","3","Jaune","t","f","1","10","133"
"11330","1294","Xylène-para","20","MPOR","4","Orange","t","f","10","1000","133"
"11331","1294","Xylène-para","20","MPOR","5","Rouge","t","f","1000","\N","133"
"10457","1335","Ammonium","9","MOOX","1","Bleu","t","f","\N","0.5","162"
"10458","1335","Ammonium","9","MOOX","2","Vert","t","f","0.5","1.5","162"
"10459","1335","Ammonium","9","MOOX","3","Jaune","t","f","1.5","2.7999999999999998","162"
"10460","1335","Ammonium","9","MOOX","4","Orange","t","f","2.7999999999999998","4","162"
"10461","1335","Ammonium","9","MOOX","5","Rouge","t","f","4","\N","162"
"10467","1335","Ammonium","10","AZOT","1","Bleu","t","f","\N","0.10000000000000001","162"
"10468","1335","Ammonium","10","AZOT","2","Vert","t","f","0.10000000000000001","0.5","162"
"10469","1335","Ammonium","10","AZOT","3","Jaune","t","f","0.5","2","162"
"10470","1335","Ammonium","10","AZOT","4","Orange","t","f","2","5","162"
"10471","1335","Ammonium","10","AZOT","5","Rouge","t","f","5","\N","162"
"10573","1369","Arsenic","16","MPMI","1","Bleu","t","f","\N","1","133"
"10574","1369","Arsenic","16","MPMI","2","Vert","t","f","1","35","133"
"10575","1369","Arsenic","16","MPMI","3","Jaune","t","f","35","70","133"
"10576","1369","Arsenic","16","MPMI","4","Orange","t","f","70","100","133"
"10577","1369","Arsenic","16","MPMI","5","Rouge","t","f","100","\N","133"
"10534","1374","Calcium","14","MINE","5","Rouge","t","f","500","\N","162"
"10652","1382","Plomb","16","MPMI","5","Rouge","t","f","50","\N","133"
"10659","1383","Zinc","16","MPMI","2","Vert","t","f","1.3999999999999999","14","133"
"10660","1383","Zinc","16","MPMI","3","Jaune","t","f","14","140","133"
"10661","1383","Zinc","16","MPMI","4","Orange","t","f","140","330","133"
"10662","1383","Zinc","16","MPMI","5","Rouge","t","f","330","\N","133"
"10597","1389","Chrome","16","MPMI","5","Rouge","t","f","50","\N","133"
