CdStationMesureEauxSurface,LbStationMesureEauxSurface,DatePrel,Température,pH,O2_dissous,Conductivité,MES,Turbidité,Carbone_org,Nitrates,Phosphore_total,Azote_Kjeldahl,Orthophosphates,Ammonium,Nitrites,DBO5,DCO
02106500,LA MEUSE A BASSONCOURT,2013-01-21,2.4,7.9,10.0,381.0,19.0,26.0,5.0,12.0,0.14,0.9,0.19,0.08,0.04,2.3,20.0
02106500,LA MEUSE A BASSONCOURT,2013-02-18,3.0,8.2,12.9,299.0,22.0,19.0,2.5,9.9,0.12,0.7,0.17,0.05,0.02,1.6,14.0
02106500,LA MEUSE A BASSONCOURT,2013-03-18,4.6,7.9,11.6,332.0,71.0,54.0,6.4,22.0,0.18,1.5,0.2,0.18,0.06,1.9,28.0
02106500,LA MEUSE A BASSONCOURT,2013-04-15,11.1,8.3,10.9,428.0,18.0,10.0,3.8,15.0,0.08,0.5,0.13,0.05,0.07,2.5,5.0
02106500,LA MEUSE A BASSONCOURT,2013-05-13,11.5,8.0,11.0,497.0,4.0,4.7,3.3,9.8,0.06,0.5,0.11,0.05,0.06,1.6,9.0
02106500,LA MEUSE A BASSONCOURT,2013-06-10,15.7,7.7,6.9,514.0,7.3,4.9,5.3,8.4,0.09,0.6,0.18,0.06,0.14,0.8,13.0
02106500,LA MEUSE A BASSONCOURT,2013-07-08,18.0,8.0,6.9,540.0,16.0,12.5,5.4,11.8,0.12,0.8,0.272,0.05,0.1,0.7,14.0
02106500,LA MEUSE A BASSONCOURT,2013-08-05,20.0,7.7,6.5,580.0,10.0,6.6,6.4,8.8,0.1,1.7,0.25,0.05,0.1,1.2,8.7
02106500,LA MEUSE A BASSONCOURT,2013-09-02,13.0,7.8,9.8,560.0,16.0,0.7,5.3,6.4,0.13,0.5,0.179,0.05,0.04,1.3,16.0
02106500,LA MEUSE A BASSONCOURT,2013-09-30,14.0,7.75,6.9,590.0,8.0,6.5,3.7,10.1,0.11,0.5,0.247,0.05,0.03,2.4,18.0
02106500,LA MEUSE A BASSONCOURT,2013-10-28,13.0,7.4,8.5,300.0,74.0,112.0,10.0,7.6,0.26,1.5,0.455,0.05,0.03,2.4,42.0
02106500,LA MEUSE A BASSONCOURT,2013-11-25,5.9,8.0,11.2,370.0,16.0,16.7,3.9,11.0,0.11,0.5,0.179,0.05,0.04,1.7,9.0
02106600,LA MEUSE A GONCOURT,2013-01-16,2.2,8.2,12.5,491.0,10.0,12.0,3.1,12.0,0.06,0.7,0.17,0.11,0.1,0.5,7.0
02106600,LA MEUSE A GONCOURT,2013-02-13,2.8,8.1,12.3,477.0,9.1,6.9,3.2,11.0,0.08,0.5,0.15,0.11,0.07,0.9,7.0
02106600,LA MEUSE A GONCOURT,2013-03-13,5.6,7.95,11.0,467.0,18.0,0.1,4.1,10.0,0.1,0.8,0.15,0.17,0.06,1.5,11.0
02106600,LA MEUSE A GONCOURT,2013-04-10,7.5,7.7,10.0,526.0,5.1,0.79,3.0,8.0,0.11,0.7,0.26,0.15,0.07,2.9,10.0
02106600,LA MEUSE A GONCOURT,2013-05-10,12.9,8.0,8.6,468.0,11.0,9.2,3.3,10.0,0.11,0.5,0.23,0.11,0.07,1.0,5.0
02106600,LA MEUSE A GONCOURT,2013-06-05,14.1,8.2,14.6,478.0,7.2,5.1,3.1,8.5,0.12,0.5,0.25,0.05,0.05,0.9,10.0
02106600,LA MEUSE A GONCOURT,2013-07-04,18.0,8.2,8.7,560.0,16.0,12.5,4.4,8.2,0.14,0.6,0.355,0.08,0.12,0.8,8.0
02106600,LA MEUSE A GONCOURT,2013-07-31,19.0,7.8,6.5,460.0,8.0,5.2,8.9,21.7,0.3,1.0,0.458,0.12,0.35,1.2,26.0
02106600,LA MEUSE A GONCOURT,2013-08-28,17.0,8.15,7.0,590.0,3.0,0.6,5.6,5.7,0.23,0.8,0.518,0.17,0.16,1.7,19.0
02106600,LA MEUSE A GONCOURT,2013-09-25,14.0,8.1,9.1,570.0,9.0,3.0,3.8,17.7,0.11,0.5,0.289,0.05,0.05,1.1,13.0
02106600,LA MEUSE A GONCOURT,2013-10-23,14.0,8.0,9.2,460.0,23.0,15.4,5.3,11.8,0.11,0.8,0.229,0.05,0.06,2.9,5.0
02106600,LA MEUSE A GONCOURT,2013-11-20,7.1,8.3,11.0,450.0,23.0,13.7,3.8,10.0,0.12,0.5,0.285,0.1,0.1,1.9,5.0
02106750,LE MOUZON A VILLARS,2013-01-21,2.3,7.8,12.0,554.0,22.0,42.0,5.3,6.7,0.14,0.5,0.19,0.12,0.05,0.9,21.0
02106750,LE MOUZON A VILLARS,2013-02-18,3.0,8.5,11.6,368.0,31.0,0.1,2.9,5.9,0.1,0.6,0.18,0.05,0.02,1.8,15.0
02106750,LE MOUZON A VILLARS,2013-03-18,4.8,7.95,11.3,351.0,160.0,76.0,7.8,8.2,0.19,1.8,0.24,0.14,0.04,2.1,40.0
02106750,LE MOUZON A VILLARS,2013-04-15,10.9,8.1,12.0,447.0,21.0,13.0,4.6,5.1,0.06,0.5,0.11,0.05,0.03,1.7,14.0
02106750,LE MOUZON A VILLARS,2013-05-13,10.6,8.2,10.9,587.0,19.0,6.1,3.5,4.5,0.05,0.5,0.15,0.05,0.03,1.5,15.0
02106750,LE MOUZON A VILLARS,2013-06-10,16.2,8.1,8.5,671.0,4.1,3.5,5.0,5.9,0.06,0.6,0.14,0.05,0.06,1.0,9.0
02106750,LE MOUZON A VILLARS,2013-07-08,22.0,8.35,11.0,720.0,3.0,1.8,6.7,6.6,0.11,0.6,0.289,0.05,0.07,0.5,17.0
02106750,LE MOUZON A VILLARS,2013-08-05,23.0,8.0,6.3,870.0,5.0,1.4,4.0,2.9,0.17,1.3,0.333,0.05,0.06,1.1,21.0
02106750,LE MOUZON A VILLARS,2013-09-02,14.0,7.95,10.0,1000.0,4.0,1.4,4.5,1.5,0.11,0.6,0.143,0.05,0.02,0.7,13.0
02106750,LE MOUZON A VILLARS,2013-09-30,15.0,8.0,7.3,1000.0,5.0,1.9,4.4,5.6,0.09,0.5,0.202,0.05,0.03,2.2,19.0
02106750,LE MOUZON A VILLARS,2013-10-28,13.0,7.4,8.5,300.0,45.0,78.0,9.8,3.2,0.27,1.3,0.419,0.06,0.02,2.6,40.0
02106750,LE MOUZON A VILLARS,2013-11-25,5.9,8.0,11.5,360.0,22.0,17.1,4.8,6.0,0.09,0.5,0.172,0.05,0.03,1.2,16.0
02106800,LA SAONNELLE A VILLOUXEL,2013-01-21,3.9,7.9,10.2,542.0,8.0,2.3,3.6,8.6,0.05,0.5,0.09,0.1,0.08,1.3,8.0
02106800,LA SAONNELLE A VILLOUXEL,2013-02-18,5.2,8.05,11.2,480.0,8.4,5.3,2.5,7.8,0.05,0.5,0.07,0.08,0.05,1.8,13.0
02106800,LA SAONNELLE A VILLOUXEL,2013-03-18,6.6,8.2,11.7,465.0,15.0,3.6,3.2,7.0,0.01,0.6,0.03,0.14,0.06,1.3,8.0
02106800,LA SAONNELLE A VILLOUXEL,2013-04-15,10.2,8.1,11.2,455.0,10.0,3.0,2.4,4.9,0.02,0.5,0.05,0.08,0.05,1.2,8.0
02106800,LA SAONNELLE A VILLOUXEL,2013-05-13,10.3,8.05,11.9,513.0,6.1,4.2,2.6,3.8,0.02,0.5,0.06,0.05,0.03,1.3,10.0
02106800,LA SAONNELLE A VILLOUXEL,2013-06-10,13.9,8.0,9.1,524.0,5.3,3.0,3.3,4.2,0.39,1.1,1.0,0.56,0.11,1.0,5.0
02106800,LA SAONNELLE A VILLOUXEL,2013-07-08,19.0,8.1,9.6,490.0,10.0,4.4,3.6,4.5,0.03,0.6,0.121,0.05,0.07,0.5,6.0
02106800,LA SAONNELLE A VILLOUXEL,2013-08-05,20.0,8.1,6.1,520.0,8.0,5.2,4.7,5.6,0.27,1.1,0.409,0.05,0.11,1.3,15.0
02106800,LA SAONNELLE A VILLOUXEL,2013-09-02,14.0,7.95,9.7,560.0,11.0,5.5,1.5,5.9,0.37,0.5,0.823,0.05,0.02,0.6,11.0
02106800,LA SAONNELLE A VILLOUXEL,2013-09-30,13.0,7.8,8.3,580.0,6.0,2.7,3.8,8.8,0.44,1.6,0.844,1.5,0.23,2.7,17.0
02106800,LA SAONNELLE A VILLOUXEL,2013-10-28,13.0,7.4,9.8,480.0,13.0,12.4,6.1,7.6,0.56,0.7,0.155,0.05,0.02,1.2,19.0
02106800,LA SAONNELLE A VILLOUXEL,2013-11-25,6.4,8.1,11.6,490.0,7.0,3.5,2.8,5.2,0.04,0.5,0.081,0.05,0.02,1.9,12.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-01-21,5.3,7.7,10.6,862.0,24.0,27.0,4.4,13.0,0.14,0.9,0.25,0.1,0.04,1.2,14.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-02-18,5.1,8.2,10.2,684.0,27.0,16.0,2.3,13.0,0.12,0.6,0.25,0.06,0.02,1.9,13.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-03-18,5.9,8.0,10.9,529.0,110.0,53.0,7.3,11.0,0.17,1.4,0.35,0.16,0.04,0.9,31.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-04-15,9.8,8.05,10.0,798.0,29.0,12.0,3.8,15.0,0.1,0.5,0.25,0.09,0.05,1.7,5.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-05-13,10.3,8.0,12.6,923.0,8.5,6.4,2.6,13.0,0.06,0.6,0.16,0.06,0.07,1.1,8.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-06-10,13.7,8.0,9.5,939.0,8.1,4.6,3.5,12.0,0.1,0.5,0.22,0.18,0.08,0.5,5.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-07-08,18.0,8.15,12.1,1200.0,4.0,3.1,3.3,10.3,0.13,0.7,0.319,0.11,0.19,0.7,8.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-08-05,19.0,8.1,8.0,1200.0,4.0,2.4,3.8,9.2,0.24,0.9,0.529,0.05,0.14,1.3,7.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-09-02,14.0,7.95,10.6,1300.0,2.0,1.1,2.3,9.1,0.15,0.5,0.252,0.05,0.15,0.6,5.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-09-30,13.0,8.0,8.1,1200.0,3.0,2.3,2.8,13.7,0.27,0.5,0.86,0.12,0.16,3.2,12.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-10-28,13.0,7.4,9.0,520.0,78.0,61.6,8.2,8.0,0.23,1.2,0.387,0.05,0.02,1.9,36.0
02106850,LE VAIR A BELMONT-SUR-VAIR,2013-11-25,6.5,8.0,11.1,670.0,23.0,15.8,4.0,10.9,0.09,0.5,0.198,0.06,0.03,1.5,14.0
02106900,LE VAIR A SOULOSSE,2013-01-21,2.8,8.5,11.8,1002.0,20.0,9.6,3.3,14.0,0.12,0.5,0.25,0.14,0.08,1.3,11.0
02106900,LE VAIR A SOULOSSE,2013-02-18,3.7,8.15,10.8,512.0,60.0,45.0,4.5,13.0,0.17,0.9,0.25,0.09,0.04,2.1,19.0
02106900,LE VAIR A SOULOSSE,2013-03-18,4.9,7.85,9.8,494.0,290.0,0.41,6.4,14.0,0.37,2.4,0.33,0.3,0.07,1.8,49.0
02106900,LE VAIR A SOULOSSE,2013-04-15,9.7,8.05,11.3,571.0,26.0,14.0,4.6,12.0,0.08,0.6,0.24,0.06,0.05,1.9,5.0
02106900,LE VAIR A SOULOSSE,2013-05-13,11.3,8.1,10.1,725.0,5.7,3.4,3.1,12.0,0.07,0.5,0.16,0.05,0.06,1.6,8.0
02106900,LE VAIR A SOULOSSE,2013-06-10,16.5,8.2,8.5,807.0,7.1,3.5,3.5,11.0,0.07,0.6,0.13,0.05,0.08,0.6,5.0
02106900,LE VAIR A SOULOSSE,2013-07-08,19.0,8.15,7.4,830.0,8.0,4.7,4.9,10.9,0.11,0.8,0.246,0.05,0.09,0.5,12.0
02106900,LE VAIR A SOULOSSE,2013-08-05,21.0,8.25,7.1,890.0,7.0,4.1,5.6,4.9,0.15,0.6,0.244,0.05,0.04,1.9,17.0
02106900,LE VAIR A SOULOSSE,2013-09-02,16.0,8.35,7.1,740.0,8.0,3.5,3.6,6.3,0.12,0.5,0.182,0.05,0.03,1.0,5.0
02106900,LE VAIR A SOULOSSE,2013-09-30,14.0,8.25,7.4,900.0,9.0,9.8,2.8,11.6,0.11,0.9,0.251,0.05,0.03,2.0,15.0
02106900,LE VAIR A SOULOSSE,2013-10-28,13.0,7.7,7.6,380.0,88.0,109.0,9.5,4.8,0.28,1.3,0.582,0.05,0.03,2.7,39.0
02106900,LE VAIR A SOULOSSE,2013-11-25,6.6,8.0,12.3,540.0,25.0,19.0,4.2,8.6,0.12,0.5,0.209,0.05,0.04,1.2,14.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-01-21,3.0,8.45,11.9,653.0,19.0,8.4,3.0,12.0,0.09,0.6,0.19,0.07,0.05,0.5,11.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-02-18,3.7,8.05,10.6,419.0,44.0,29.0,3.9,10.0,0.17,0.9,0.17,0.05,0.03,2.4,22.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-03-18,5.1,7.9,11.1,518.0,120.0,23.0,3.9,12.0,0.21,1.4,0.22,0.11,0.04,1.8,24.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-04-15,11.1,7.9,10.9,480.0,21.0,12.0,4.2,13.0,0.08,0.7,0.17,0.05,0.04,2.0,12.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-05-13,11.5,8.2,10.3,556.0,6.0,4.3,2.5,11.0,0.04,0.5,0.12,0.05,0.02,1.7,9.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-06-10,16.6,8.15,9.0,650.0,5.9,2.3,2.8,9.8,0.06,0.5,0.09,0.05,0.03,0.5,7.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-07-08,19.0,8.1,8.8,660.0,6.0,3.4,4.0,9.6,0.08,0.6,0.188,0.05,0.04,0.5,9.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-08-05,22.0,8.1,8.2,600.0,4.0,3.1,5.2,11.1,0.1,0.5,0.208,0.05,0.05,1.0,11.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-09-02,17.0,8.3,9.7,790.0,3.0,1.5,2.9,7.3,0.07,0.5,0.056,0.05,0.03,0.5,7.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-09-30,14.0,8.2,10.2,670.0,4.0,2.1,2.6,17.0,0.07,0.5,0.177,0.05,0.03,1.9,5.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-10-28,13.0,7.8,8.5,380.0,81.0,116.0,8.1,7.5,0.24,1.3,0.418,0.05,0.02,2.7,38.0
02107000,LA MEUSE A BRIXEY-AUX-CHANOINES,2013-11-25,6.5,7.9,12.0,400.0,22.0,20.8,4.2,10.1,0.11,0.6,0.179,0.05,0.03,1.1,13.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-01-21,7.5,8.1,11.3,538.0,2.6,1.3,1.4,26.0,0.02,0.5,0.04,0.05,0.01,0.5,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-02-18,7.9,7.9,10.0,503.0,5.7,3.3,1.6,26.0,0.01,0.5,0.04,0.05,0.01,1.5,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-03-18,8.3,7.85,12.1,513.0,6.8,3.2,1.6,15.0,0.01,0.5,0.03,0.05,0.01,1.3,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-04-15,11.0,7.9,13.0,509.0,4.0,1.5,1.6,19.0,0.02,0.5,0.02,0.05,0.01,0.5,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-05-13,10.3,7.9,11.4,533.0,2.0,1.0,1.4,23.0,0.01,0.5,0.017,0.05,0.01,1.3,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-06-10,11.6,7.8,11.1,529.0,5.3,1.3,1.4,21.0,0.01,0.5,0.019,0.05,0.01,0.5,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-07-08,13.0,7.8,11.4,470.0,4.0,0.9,1.5,20.1,0.01,0.5,0.038,0.05,0.02,0.5,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-08-05,17.0,8.1,11.7,440.0,2.0,0.4,2.3,11.0,0.01,0.5,0.015,0.05,0.04,0.6,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-09-02,14.0,7.95,7.2,430.0,2.0,0.4,1.8,12.2,0.01,0.5,0.015,0.05,0.1,0.5,6.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-09-30,12.0,8.15,12.1,500.0,2.0,1.2,1.4,27.6,0.01,0.5,0.037,0.05,0.02,2.3,5.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-10-28,11.0,7.7,10.0,560.0,11.0,7.6,2.2,26.1,0.03,0.5,0.035,0.05,0.01,0.7,11.0
02107890,LA MEHOLLE A SAUVOY (AMONT),2013-11-25,8.2,7.9,11.5,510.0,9.0,2.7,1.5,24.5,0.02,0.5,0.034,0.05,0.01,1.1,10.0
02107900,LA MEHOLLE A VOID-VACON,2013-01-21,,,,,,,,24.0,,,,,,,
02107900,LA MEHOLLE A VOID-VACON,2013-02-18,7.7,8.0,10.0,500.0,6.7,4.0,1.6,27.0,0.02,0.5,0.05,0.05,0.01,1.3,8.0
02107900,LA MEHOLLE A VOID-VACON,2013-03-18,,,,,,,,21.0,,,,,,,
02107900,LA MEHOLLE A VOID-VACON,2013-04-15,11.0,7.7,12.7,464.0,8.8,1.6,1.5,19.0,0.01,0.5,0.02,0.05,0.01,1.6,5.0
02107900,LA MEHOLLE A VOID-VACON,2013-05-13,,,,,,,,21.0,,,,,,,
02107900,LA MEHOLLE A VOID-VACON,2013-06-10,11.2,8.0,10.6,479.0,2.9,1.7,1.4,19.0,0.02,0.5,0.018,0.05,0.01,0.5,5.0
02107900,LA MEHOLLE A VOID-VACON,2013-07-08,,,,,,,,17.0,,,,,,,
02107900,LA MEHOLLE A VOID-VACON,2013-08-05,16.0,8.05,10.6,430.0,2.0,2.5,1.7,10.2,0.01,0.5,0.015,0.05,0.02,0.5,5.0
02107900,LA MEHOLLE A VOID-VACON,2013-09-02,,,,,,,,11.7,,,,,,,
02107900,LA MEHOLLE A VOID-VACON,2013-09-30,12.0,8.2,12.8,460.0,3.0,3.4,1.2,21.7,0.01,0.5,0.015,0.05,0.01,2.1,5.0
02107900,LA MEHOLLE A VOID-VACON,2013-10-28,,,,,,,,24.3,,,,,,,
02107900,LA MEHOLLE A VOID-VACON,2013-11-25,8.4,7.8,11.4,520.0,9.0,4.0,1.5,23.0,0.02,0.5,0.037,0.05,0.01,1.0,7.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-01-16,4.4,8.2,11.2,513.0,13.0,12.0,2.6,16.0,0.06,0.6,0.14,0.05,0.03,0.5,5.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-02-13,4.4,8.1,11.8,508.0,13.0,6.1,2.3,16.0,0.05,0.5,0.12,0.06,0.02,0.5,5.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-03-13,6.2,8.2,10.9,574.0,6.1,0.12,2.3,13.0,0.03,0.5,0.04,0.07,0.02,1.4,5.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-04-10,8.8,8.0,9.0,500.0,4.4,1.8,1.8,13.0,0.01,0.5,0.03,0.05,0.02,2.0,17.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-05-10,14.5,8.0,6.2,487.0,6.4,4.5,4.4,8.1,0.06,0.5,0.19,0.05,0.04,0.6,5.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-06-05,14.4,8.1,14.8,493.0,13.0,8.4,3.5,13.0,0.07,0.5,0.12,0.05,0.03,0.8,12.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-07-04,17.0,8.3,9.9,520.0,6.0,2.5,2.3,13.9,0.01,0.5,0.015,0.05,0.03,0.7,5.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-07-31,20.0,8.1,7.0,570.0,12.0,1.5,2.7,9.0,0.02,0.5,0.036,0.05,0.04,0.9,11.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-08-28,17.0,8.3,9.1,480.0,4.0,2.4,2.1,9.6,0.02,0.5,0.026,0.05,0.04,1.6,7.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-09-25,14.0,8.15,9.3,530.0,10.0,8.4,4.0,21.5,0.07,0.7,0.171,0.05,0.04,0.9,14.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-10-23,14.0,8.0,8.9,500.0,19.0,10.2,4.4,12.8,0.1,0.7,0.237,0.05,0.03,3.0,8.0
02109000,LA MEUSE A SAINT-MIHIEL,2013-11-20,7.8,8.2,10.7,530.0,9.0,6.2,2.5,16.3,0.06,0.5,0.142,0.05,0.03,1.3,5.0
02110000,LA MEUSE A DOMPCEVRIN,2013-01-21,3.5,8.3,11.8,547.0,5.8,3.2,2.0,16.0,0.05,0.5,0.12,0.05,0.03,0.5,7.0
02110000,LA MEUSE A DOMPCEVRIN,2013-02-18,5.6,8.25,12.5,531.0,4.0,12.0,1.4,16.0,0.05,0.5,0.11,0.05,0.02,1.8,10.0
02110000,LA MEUSE A DOMPCEVRIN,2013-03-18,5.8,8.3,12.1,527.0,10.0,3.8,2.5,14.0,0.03,0.5,0.12,0.05,0.02,1.3,5.0
02110000,LA MEUSE A DOMPCEVRIN,2013-04-15,13.2,7.75,8.4,385.0,67.0,20.0,7.6,13.0,0.14,1.2,0.25,0.1,0.11,0.7,23.0
02110000,LA MEUSE A DOMPCEVRIN,2013-05-14,12.0,8.2,11.2,523.0,74.0,5.4,2.7,13.0,0.04,0.5,0.13,0.05,0.01,1.2,6.0
02110000,LA MEUSE A DOMPCEVRIN,2013-06-10,16.0,8.2,8.2,514.0,6.0,3.1,2.2,13.0,0.02,0.5,0.05,0.05,0.02,0.5,5.0
02110000,LA MEUSE A DOMPCEVRIN,2013-07-08,18.0,8.15,9.3,530.0,8.0,3.0,2.5,10.3,0.02,0.5,0.015,0.05,0.03,1.0,8.0
02110000,LA MEUSE A DOMPCEVRIN,2013-08-05,21.0,8.1,8.4,600.0,6.0,3.6,3.5,9.0,0.02,0.5,0.015,0.05,0.04,1.0,6.0
02110000,LA MEUSE A DOMPCEVRIN,2013-09-02,17.0,8.2,9.8,510.0,5.0,0.6,2.0,8.8,0.02,0.5,0.015,0.05,0.03,1.1,5.0
02110000,LA MEUSE A DOMPCEVRIN,2013-10-01,14.0,8.05,9.5,570.0,5.0,2.8,2.8,18.2,0.04,0.5,0.062,0.05,0.03,1.5,5.0
02110000,LA MEUSE A DOMPCEVRIN,2013-10-28,13.0,8.1,8.1,430.0,20.0,20.8,5.9,9.8,0.14,0.5,0.273,0.05,0.03,1.4,21.0
02110000,LA MEUSE A DOMPCEVRIN,2013-11-25,6.3,8.1,11.4,450.0,26.0,21.4,3.9,11.8,0.1,0.5,0.171,0.05,0.03,1.1,13.0
02111000,LA MEUSE A BELLERAY,2013-01-21,3.8,8.3,11.3,535.0,6.8,3.5,1.8,18.0,0.05,0.5,0.11,0.1,0.02,0.5,5.0
02111000,LA MEUSE A BELLERAY,2013-02-18,5.0,7.9,10.2,492.0,14.0,10.0,1.1,17.0,0.04,0.5,0.1,0.05,0.02,2.2,5.0
02111000,LA MEUSE A BELLERAY,2013-03-18,5.4,7.2,9.9,512.0,12.0,4.7,2.5,11.0,0.03,0.5,0.08,0.05,0.02,1.6,11.0
02111000,LA MEUSE A BELLERAY,2013-04-15,12.4,8.1,8.9,402.0,52.0,26.0,6.9,15.0,0.1,0.9,0.12,0.09,0.11,0.7,20.0
02111000,LA MEUSE A BELLERAY,2013-05-14,12.2,8.15,9.2,492.0,10.0,5.7,2.9,12.0,0.05,0.5,0.11,0.05,0.02,1.2,7.0
02111000,LA MEUSE A BELLERAY,2013-06-10,16.0,8.2,8.5,500.0,11.0,4.7,2.2,13.0,0.02,0.5,0.05,0.05,0.02,0.5,5.0
02111000,LA MEUSE A BELLERAY,2013-07-08,19.0,8.0,8.2,490.0,7.0,2.8,2.0,11.3,0.02,0.5,0.015,0.05,0.03,0.8,6.0
02111000,LA MEUSE A BELLERAY,2013-08-05,20.0,8.05,8.3,530.0,4.0,2.3,3.1,9.6,0.02,0.5,0.015,0.05,0.03,1.1,6.0
02111000,LA MEUSE A BELLERAY,2013-09-02,15.0,8.05,10.4,490.0,5.0,0.5,1.6,10.7,0.02,0.5,0.015,0.05,0.03,0.5,6.0
02111000,LA MEUSE A BELLERAY,2013-09-30,14.0,8.35,8.8,530.0,5.0,3.6,2.5,17.3,0.04,0.5,0.078,0.05,0.03,2.6,14.0
02111000,LA MEUSE A BELLERAY,2013-10-28,14.0,7.9,7.9,450.0,22.0,27.8,6.7,8.3,0.16,0.8,0.3,0.05,0.03,1.8,28.0
02111000,LA MEUSE A BELLERAY,2013-11-25,6.3,8.2,8.4,500.0,18.0,17.9,3.4,12.6,0.07,0.5,0.136,0.05,0.03,1.6,9.0
02111500,LA SCANCE A VERDUN,2013-01-21,7.0,8.2,11.0,1143.0,9.0,1.5,1.8,24.0,0.08,0.5,0.17,0.19,0.04,1.5,11.0
02111500,LA SCANCE A VERDUN,2013-02-18,7.6,8.0,10.0,692.0,8.1,2.8,1.1,24.0,0.07,0.5,0.14,0.14,0.02,1.9,6.0
02111500,LA SCANCE A VERDUN,2013-03-18,7.0,7.6,10.3,1064.0,7.7,0.53,2.2,16.0,0.04,0.8,0.12,0.16,0.1,1.5,8.0
02111500,LA SCANCE A VERDUN,2013-04-15,10.8,8.3,11.4,976.0,9.2,1.6,2.6,28.0,0.11,0.5,0.19,0.1,0.08,1.3,5.0
02111500,LA SCANCE A VERDUN,2013-05-14,11.0,8.2,9.6,1278.0,11.0,2.9,2.2,20.0,0.12,0.9,0.23,0.71,0.53,2.9,13.0
02111500,LA SCANCE A VERDUN,2013-06-10,12.0,8.1,9.9,1320.0,16.0,3.6,2.5,20.0,0.08,2.1,0.18,1.34,0.53,3.3,9.0
02111500,LA SCANCE A VERDUN,2013-07-08,14.0,7.9,8.8,1700.0,7.0,2.0,3.2,19.9,0.11,1.5,0.221,1.3,1.1,4.2,13.0
02111500,LA SCANCE A VERDUN,2013-08-05,15.0,8.1,8.8,1900.0,9.0,3.3,4.3,15.2,0.7,0.8,1.64,0.27,0.34,2.4,14.0
02111500,LA SCANCE A VERDUN,2013-09-02,12.0,8.05,7.6,2200.0,7.0,1.8,2.7,15.8,0.28,1.1,0.608,0.59,0.44,2.2,14.0
02111500,LA SCANCE A VERDUN,2013-09-30,13.0,7.95,7.6,2400.0,8.0,2.7,3.1,16.5,0.57,1.4,1.12,0.71,0.25,4.2,16.0
02111500,LA SCANCE A VERDUN,2013-10-28,13.0,8.0,8.3,1100.0,21.0,8.6,3.6,24.2,0.19,1.1,0.433,0.7,0.32,3.3,21.0
02111500,LA SCANCE A VERDUN,2013-11-25,9.1,8.1,8.5,1100.0,13.0,5.2,1.9,25.0,0.1,0.5,0.282,0.53,0.16,1.8,8.0
02112000,LA MEUSE A BRAS-SUR-MEUSE,2013-01-21,4.0,8.3,12.0,540.0,4.9,3.6,1.9,18.0,0.05,0.5,0.11,0.05,0.03,0.9,5.0
02112000,LA MEUSE A BRAS-SUR-MEUSE,2013-02-18,5.6,8.1,10.4,508.0,11.0,11.0,1.1,17.0,0.06,0.5,0.1,0.05,0.02,2.2,5.0
